url,file
https://www.businessinsider.com/apple-q3-earnings-aapl-stock-price-iphone-demand-ai-tariffs-2025-7,2025-08-03-094128_apple-roars-back-with-stronger-than-expected-iphone-sales-an.md
https://www.tipranks.com/news/apple-stock-aapl-feels-the-weight-of-its-price-tag-as-earnings-loom,2025-08-03-094131_apple-stock-aapl-feels-the-weight-of-its-price-tag-as-earn.md
