score,title,source_url,file,publish_date
5.77,Apple Stock (AAPL) Feels the Weight of its Price Tag as Earnings Loom,https://www.tipranks.com/news/apple-stock-aapl-feels-the-weight-of-its-price-tag-as-earnings-loom,filtered_01_score_5.8_2025-08-03-094131_apple-stock-aapl-feels-the-weight-of-its-price-tag-as-earn.md,
4.70,Apple roars back with stronger-than-expected iPhone sales and record $94 billion third-quarter revenue,https://www.businessinsider.com/apple-q3-earnings-aapl-stock-price-iphone-demand-ai-tariffs-2025-7,filtered_02_score_4.7_2025-08-03-094128_apple-roars-back-with-stronger-than-expected-iphone-sales-an.md,
